,"""id","""""client_id""""","""""mailing_date""""","""""subject""""","""""delivered""""","""""opened"""""
1242,"""26315689","""""4191""""","""""2017-07-11 00:00:00""""","""""Early Bird Gets These New Deals!""""","""""25016""""","""""3990"""""
1243,"""26315688","""""4191""""","""""2016-11-02 00:00:00""""","""""Shop Our Fall Clearance Specials""""","""""27655""""","""""7774"""""
1248,"""26315683","""""4191""""","""""2017-07-12 00:00:00""""","""""Shop the Shot with Chris Burkard"", On the Road 2 with Alex and Ryan,"" and more!""""","""""79153""""","""""31342"""""
1253,"""26315678","""""4191""""","""""2016-11-30 00:00:00""""","""""JUST EXTENDED | These Cyber Monday Deals are Still Here!""""","""""5034""""","""""1174"""""
1254,"""26315677","""""4191""""","""""2016-11-30 00:00:00""""","""""GOVERNMENT VIDEO EXPO 2016""""","""""9718""""","""""1021"""""
1255,"""26315676","""""4191""""","""""2016-12-01 00:00:00""""","""""Up to 80% OFF | It's CYBER WEEK Prices all over again!""""","""""143970""""","""""26042"""""
1256,"""26315675","""""4191""""","""""2017-02-01 00:00:00""""","""""Up To 80% OFF! We've Got You Covered For The Big Game.""""","""""6473""""","""""1774"""""
1257,"""26315674","""""4191""""","""""2017-02-02 00:00:00""""","""""Groundhog Predicts…HUGE Game Day Deals!""""","""""143009""""","""""23922"""""
1260,"""26315671","""""4191""""","""""2017-02-02 00:00:00""""","""""♥ Because We Love You More Than Chocolate ♥""""","""""7232""""","""""1748"""""
1261,"""26315670","""""4191""""","""""2017-08-20 00:00:00""""","""""Still Up? Midnight Markdowns Just Started.""""","""""90737""""","""""14186"""""
1262,"""26315669","""""4191""""","""""2016-11-28 00:00:00""""","""""Don't Miss Cyber Monday's Expiring Camera Deals + $17.99 Canon Color Printer!""""","""""31051""""","""""5922"""""
1263,"""26315668","""""4191""""","""""2017-03-06 00:00:00""""","""""Lighting Week Is Here!""""","""""4069""""","""""626"""""
1264,"""26315667","""""4191""""","""""2016-12-06 00:00:00""""","""""Top GoPro & Gaming Gifts of the Season!""""","""""3958""""","""""1166"""""
1265,"""26315666","""""4191""""","""""2017-07-12 00:00:00""""","""""Shop the Shot with Chris Burkard"", On the Road 2 with Alex and Ryan,"" and more!""""","""""77394""""","""""2373"""""
