,"""id","""""client_id""""","""""mailing_date""""","""""subject""""","""""delivered""""","""""opened"""""
556,"""16811","""""14""""","""""2014-01-13 00:00:00""""","""""Remember to tell us more about you""""","""""206""""","""""114"""""
557,"""16812","""""14""""","""""2014-01-13 00:00:00""""","""""The %%Last Name%% forecast's looking good""""","""""202""""","""""74"""""
558,"""16813","""""14""""","""""2014-01-13 00:00:00""""","""""Your holiday saved search""""","""""307""""","""""209"""""
559,"""16814","""""14""""","""""2014-01-14 00:00:00""""","""""Have a dry January: Holidays from just""""","""""496""""","""""62"""""
560,"""16815","""""14""""","""""2014-01-14 00:00:00""""","""""The Teletext Holidays sale. A welcome ray of sunshine (or two)""""","""""247""""","""""27"""""
561,"""16816","""""14""""","""""2014-01-14 00:00:00""""","""""Your holiday saved search""""","""""206""""","""""141"""""
562,"""16817","""""14""""","""""2014-01-15 00:00:00""""","""""Remember to tell us more about you""""","""""601""""","""""347"""""
563,"""16818","""""14""""","""""2014-01-15 00:00:00""""","""""Your holiday saved search""""","""""249""""","""""154"""""
564,"""16819","""""14""""","""""2014-01-16 00:00:00""""","""""Remember to tell us more about you""""","""""445""""","""""204"""""
565,"""16820","""""14""""","""""2014-01-16 00:00:00""""","""""Turn up the heat this January - holidays from Birmingham under""""","""""189""""","""""17"""""
566,"""16821","""""14""""","""""2014-01-16 00:00:00""""","""""Turn up the heat this January - holidays from Bristol under""""","""""113""""","""""10"""""
567,"""16822","""""14""""","""""2014-01-16 00:00:00""""","""""Turn up the heat this January - holidays from London under""""","""""261""""","""""22"""""
568,"""16823","""""14""""","""""2014-01-16 00:00:00""""","""""Turn up the heat this January - holidays from Manchester for under""""","""""128""""","""""11"""""
569,"""16824","""""14""""","""""2014-01-16 00:00:00""""","""""Your holiday saved search""""","""""637""""","""""255"""""
570,"""16825","""""14""""","""""2014-01-17 00:00:00""""","""""Remember to tell us more about you""""","""""494""""","""""325"""""
571,"""16826","""""14""""","""""2014-01-17 00:00:00""""","""""Your holiday saved search""""","""""322""""","""""168"""""
572,"""16827","""""14""""","""""2014-01-18 00:00:00""""","""""Remember to tell us more about you""""","""""570""""","""""386"""""
573,"""16828","""""14""""","""""2014-01-18 00:00:00""""","""""Two days. Double discounts. A weekend of brilliant holiday savings""""","""""198""""","""""21"""""
574,"""16829","""""14""""","""""2014-01-18 00:00:00""""","""""Two days. Double discounts. A weekend of brilliant holiday savings from""""","""""792""""","""""91"""""
575,"""16830","""""14""""","""""2014-01-18 00:00:00""""","""""Your holiday saved search""""","""""277""""","""""116"""""
576,"""16831","""""14""""","""""2014-01-19 00:00:00""""","""""Remember to tell us more about you""""","""""833""""","""""472"""""
577,"""16832","""""14""""","""""2014-01-19 00:00:00""""","""""Ditch the detox and treat yourself with an amazing deal from""""","""""989""""","""""98"""""
578,"""16833","""""14""""","""""2014-01-20 00:00:00""""","""""Remember to tell us more about you""""","""""319""""","""""183"""""
579,"""16834","""""14""""","""""2014-01-20 00:00:00""""","""""Your holiday saved search""""","""""371""""","""""189"""""
580,"""16835","""""14""""","""""2014-01-21 00:00:00""""","""""Holidays from under""""","""""790""""","""""94"""""
581,"""16836","""""14""""","""""2014-01-21 00:00:00""""","""""The %%Last Name%% forecast's looking good""""","""""292""""","""""114"""""
582,"""16837","""""14""""","""""2014-01-21 00:00:00""""","""""Your holiday saved search""""","""""433""""","""""227"""""
583,"""16838","""""14""""","""""2014-01-22 00:00:00""""","""""Remember to tell us more about you""""","""""274""""","""""172"""""
584,"""16839","""""14""""","""""2014-01-22 00:00:00""""","""""Your holiday saved search""""","""""271""""","""""112"""""
585,"""16840","""""14""""","""""2014-01-23 00:00:00""""","""""Remember to tell us more about you""""","""""503""""","""""242"""""
586,"""16841","""""14""""","""""2014-01-23 00:00:00""""","""""Welcome to Teletext Holidays""""","""""331""""","""""215"""""
587,"""16842","""""14""""","""""2014-01-23 00:00:00""""","""""Even more amazing holiday savings to brighten up your mood - departing from London""""","""""260""""","""""22"""""
588,"""16843","""""14""""","""""2014-01-23 00:00:00""""","""""Even more amazing holiday savings to brighten up your mood departing from Birmingham""""","""""189""""","""""17"""""
589,"""16844","""""14""""","""""2014-01-23 00:00:00""""","""""Even more amazing holiday savings to brighten up your mood departing from Bristol""""","""""112""""","""""10"""""
590,"""16845","""""14""""","""""2014-01-23 00:00:00""""","""""Even more amazing holiday savings to brighten up your mood departing from Manchester""""","""""127""""","""""11"""""
591,"""16846","""""14""""","""""2014-01-23 00:00:00""""","""""Your holiday saved search""""","""""715""""","""""252"""""
592,"""16847","""""14""""","""""2014-01-24 00:00:00""""","""""Remember to tell us more about you""""","""""239""""","""""133"""""
594,"""16849","""""14""""","""""2014-01-25 00:00:00""""","""""Take the stress out of your holiday search""""","""""987""""","""""107"""""
595,"""16850","""""14""""","""""2014-01-25 00:00:00""""","""""Your weekend reading: The Travel Section""""","""""788""""","""""88"""""
596,"""16851","""""14""""","""""2014-01-26 00:00:00""""","""""Remember to tell us more about you""""","""""218""""","""""96"""""
597,"""16852","""""14""""","""""2014-01-26 00:00:00""""","""""Welcome to Teletext Holidays""""","""""308""""","""""231"""""
598,"""16853","""""14""""","""""2014-01-26 00:00:00""""","""""Weekend retreats. With the emphasis on""""","""""987""""","""""90"""""
599,"""16854","""""14""""","""""2014-01-27 00:00:00""""","""""Remember to tell us more about you""""","""""165""""","""""77"""""
600,"""16855","""""14""""","""""2014-01-27 00:00:00""""","""""Welcome to Teletext Holidays""""","""""176""""","""""66"""""
601,"""16856","""""14""""","""""2014-01-27 00:00:00""""","""""Take the stress out of your holiday search""""","""""330""""","""""117"""""
602,"""16857","""""14""""","""""2014-01-27 00:00:00""""","""""Your holiday saved search""""","""""437""""","""""131"""""
603,"""16858","""""209""""","""""2013-02-28 17:35:00""""","""""5p off per litre of petrol when you spend over""""","""""2709616""""","""""908612"""""
605,"""16860","""""209""""","""""2013-03-11 14:59:00""""","""""Our Price Promise""""","""""8840316""""","""""1805567"""""
606,"""16861","""""209""""","""""2013-03-14 17:40:00""""","""""Get""""","""""3086989""""","""""831622"""""
608,"""16863","""""209""""","""""2013-03-20 20:25:00""""","""""Spend""""","""""8910185""""","""""1325451"""""
611,"""16866","""""209""""","""""2013-04-10 17:35:00""""","""""Buy The Hobbit online and get it delivered with your groceries plus great deals on selected wines""""","""""1877296""""","""""609811"""""
615,"""16870","""""209""""","""""2013-04-17 19:04:00""""","""""100""""","""""2316297""""","""""710712"""""
618,"""16873","""""209""""","""""2013-04-24 18:00:00""""","""""Spend""""","""""8474""""","""""689"""""
622,"""16877","""""209""""","""""2013-05-01 18:40:00""""","""""Half Price grocery offers for the Bank Holiday plus save 20% on Italian wines from Wine by the case""""","""""1335685""""","""""508642"""""
625,"""16880","""""209""""","""""2013-05-08 18:40:00""""","""""10p off per litre of petrol""""","""""1021951""""","""""135943"""""
627,"""16882","""""209""""","""""2013-05-15 21:01:00""""","""""Half Price offers on everyday brands from grocery plus selected cases of wine Half Price from Wine by the case""""","""""4930943""""","""""1050412"""""
628,"""16883","""""209""""","""""2013-05-22 18:35:00""""","""""Save 25% or more on Champagne plus fresh summer fruit & vegetables""""","""""21943""""","""""1594"""""
631,"""16886","""""209""""","""""2013-05-29 19:34:00""""","""""You won""""","""""27025""""","""""1691"""""
633,"""16888","""""209""""","""""2013-06-05 18:31:00""""","""""? Half Price ice creams ? plus more great Grocery offers and Top Rated wines as voted by you""""","""""8932821""""","""""1279747"""""
635,"""16890","""""209""""","""""2013-06-12 20:51:00""""","""""Top Grocery offers plus refreshing white wine deals""""","""""892272""""","""""131311"""""
638,"""16893","""""209""""","""""2013-06-19 19:38:00""""","""""Pringles and Coke Buy 1 Get 1 Free plus more fantastic offers from Grocery and great new wine deals""""","""""837812""""","""""115058"""""
642,"""16897","""""209""""","""""2013-06-26 19:41:00""""","""""5p off per litre on petrol when you spend""""","""""857663""""","""""133568"""""
646,"""16901","""""209""""","""""2013-07-03 21:32:00""""","""""Special offers on BBQ essential plus at least 20% off French wines"","" perfect for summer entertaining""""","""""888802""""","""""123123"""""
650,"""16905","""""209""""","""""2013-07-10 22:23:00""""","""""Summer fruit from only""""","""""770901""""","""""108755"""""
654,"""16910","""""209""""","""""2013-07-31 19:52:00""""","""""Strawberries still only""""","""""9001471""""","""""1340408"""""
655,"""16911","""""209""""","""""2013-08-07 19:51:00""""","""""Love every drumstick glazing mouthful"","" summer fruits only""""","""""56059""""","""""9054"""""
657,"""16913","""""209""""","""""2013-08-14 22:16:00""""","""""SAVE 5p per litre on petrol"","" plus half price Cathedral City cheese and Special K cereals""""","""""8996724""""","""""1443061"""""
658,"""16914","""""209""""","""""2013-08-21 21:01:00""""","""""Stock up for the weekend with 2 for""""","""""46633""""","""""7641"""""
660,"""16916","""""209""""","""""2013-08-28 20:05:00""""","""""Lunch box inspiration plus Triple Clubcard points & free delivery from Wine by the case""""","""""46413""""","""""8106"""""
662,"""16918","""""209""""","""""2013-09-04 19:50:00""""","""""This week""""","""""38777""""","""""6802"""""
664,"""16920","""""209""""","""""2013-09-11 19:43:00""""","""""Better than Half Price deals on Groceries plus Half Price wine""""","""""39115""""","""""7222"""""
666,"""16922","""""209""""","""""2013-09-18 19:49:00""""","""""Save 1/3 on lamb and see your top rated wines""""","""""36931""""","""""6363"""""
668,"""16924","""""209""""","""""2013-09-25 18:30:00""""","""""Get 5p off per litre""""","""""8950920""""","""""1530008"""""
671,"""16927","""""209""""","""""2013-10-02 19:12:00""""","""""Crisp apples and sweet pears"","" plus 25% off many cases of wine""""","""""8947317""""","""""1432056"""""
672,"""16928","""""209""""","""""2013-10-09 18:02:00""""","""""Loaves of Hovis bread for just""""","""""8924618""""","""""1412991"""""
673,"""16929","""""209""""","""""2013-10-16 20:50:00""""","""""Get ready for Halloween with Half Price treats PLUS 20% off finest wines""""","""""3331043""""","""""545594"""""
677,"""16933","""""209""""","""""2013-10-23 19:10:00""""","""""Are you ready for the darkest night of the year?""""","""""44817""""","""""8265"""""
680,"""16936","""""209""""","""""2013-10-30 19:31:00""""","""""Stock up your winter drinks cupboard""""","""""253837""""","""""48816"""""
683,"""16939","""""209""""","""""2013-11-06 18:28:00""""","""""Turn""""","""""37004""""","""""7943"""""
686,"""16942","""""209""""","""""2013-11-13 20:32:00""""","""""Fancy some money off shopping"","" wine and gifts this Christmas?""""","""""35011""""","""""7293"""""
690,"""16962","""""209""""","""""2013-12-25 11:00:00""""","""""Merry Christmas - share a Big Thank You""""","""""2295274""""","""""503633"""""
691,"""16977","""""209""""","""""2014-01-22 18:29:00""""","""""Time to stock up! Great brands at great prices"","" and wines under""""","""""8202390""""","""""1326444"""""
693,"""16979","""""209""""","""""2014-01-29 18:43:00""""","""""Enjoy a weekend in with half price pork and 3 for 2 on Chinese meals""""","""""454810""""","""""91438"""""
696,"""16982","""""209""""","""""2014-02-05 18:45:00""""","""""Half price Champagne and chocolates this Valentine""""","""""8514739""""","""""1413782"""""
699,"""16985","""""209""""","""""2014-02-12 20:15:00""""","""""Valentine""""","""""468827""""","""""96141"""""
700,"""16994","""""201""""","""""2013-02-28 00:00:00""""","""""5p off per litre of petrol when you spend over""""","""""2709616""""","""""908612"""""
702,"""16996","""""201""""","""""2013-03-11 00:00:00""""","""""Our Price Promise""""","""""8840316""""","""""1805567"""""
703,"""16997","""""201""""","""""2013-03-14 00:00:00""""","""""Get""""","""""3086989""""","""""831622"""""
705,"""16999","""""201""""","""""2013-03-20 00:00:00""""","""""Spend""""","""""8910185""""","""""1325451"""""
708,"""17002","""""201""""","""""2013-04-10 00:00:00""""","""""Buy The Hobbit online and get it delivered with your groceries plus great deals on selected wines""""","""""1877296""""","""""609811"""""
712,"""17006","""""201""""","""""2013-04-17 00:00:00""""","""""100""""","""""2316297""""","""""710712"""""
715,"""17009","""""201""""","""""2013-04-24 00:00:00""""","""""Spend""""","""""8474""""","""""689"""""
719,"""17013","""""201""""","""""2013-05-01 00:00:00""""","""""Half Price grocery offers for the Bank Holiday plus save 20% on Italian wines from Wine by the case""""","""""1335685""""","""""508642"""""
722,"""17016","""""201""""","""""2013-05-08 00:00:00""""","""""10p off per litre of petrol""""","""""1021951""""","""""135943"""""
724,"""17018","""""201""""","""""2013-05-15 00:00:00""""","""""Half Price offers on everyday brands from grocery plus selected cases of wine Half Price from Wine by the case""""","""""4930943""""","""""1050412"""""
725,"""17019","""""201""""","""""2013-05-22 00:00:00""""","""""Save 25% or more on Champagne plus fresh summer fruit & vegetables""""","""""21943""""","""""1594"""""
728,"""17022","""""201""""","""""2013-05-29 00:00:00""""","""""You won""""","""""27025""""","""""1691"""""
730,"""17024","""""201""""","""""2013-06-05 00:00:00""""","""""? Half Price ice creams ? plus more great Grocery offers and Top Rated wines as voted by you""""","""""8932821""""","""""1279747"""""
732,"""17026","""""201""""","""""2013-06-12 00:00:00""""","""""Top Grocery offers plus refreshing white wine deals""""","""""892272""""","""""131311"""""
735,"""17029","""""201""""","""""2013-06-19 00:00:00""""","""""Pringles and Coke Buy 1 Get 1 Free plus more fantastic offers from Grocery and great new wine deals""""","""""837812""""","""""115058"""""
739,"""17033","""""201""""","""""2013-06-26 00:00:00""""","""""5p off per litre on petrol when you spend""""","""""857663""""","""""133568"""""
743,"""17037","""""201""""","""""2013-07-03 00:00:00""""","""""Special offers on BBQ essential plus at least 20% off French wines"","" perfect for summer entertaining""""","""""888802""""","""""123123"""""
747,"""17041","""""201""""","""""2013-07-10 00:00:00""""","""""Summer fruit from only""""","""""770901""""","""""108755"""""
751,"""17045","""""201""""","""""2013-07-17 00:00:00""""","""""Spend""""","""""8455739""""","""""1299054"""""
752,"""17046","""""201""""","""""2013-07-31 00:00:00""""","""""Strawberries still only""""","""""9001471""""","""""1340408"""""
753,"""17047","""""201""""","""""2013-08-07 00:00:00""""","""""Love every drumstick glazing mouthful"","" summer fruits only""""","""""56059""""","""""9054"""""
755,"""17049","""""201""""","""""2013-08-14 00:00:00""""","""""SAVE 5p per litre on petrol"","" plus half price Cathedral City cheese and Special K cereals""""","""""8996724""""","""""1443061"""""
756,"""17050","""""201""""","""""2013-08-21 00:00:00""""","""""Stock up for the weekend with 2 for""""","""""46633""""","""""7641"""""
758,"""17052","""""201""""","""""2013-08-28 00:00:00""""","""""Lunch box inspiration plus Triple Clubcard points & free delivery from Wine by the case""""","""""46413""""","""""8106"""""
760,"""17054","""""201""""","""""2013-09-04 00:00:00""""","""""This week""""","""""38777""""","""""6802"""""
762,"""17056","""""201""""","""""2013-09-11 00:00:00""""","""""Better than Half Price deals on Groceries plus Half Price wine""""","""""39115""""","""""7222"""""
764,"""17058","""""201""""","""""2013-09-18 00:00:00""""","""""Save 1/3 on lamb and see your top rated wines""""","""""36931""""","""""6363"""""
766,"""17060","""""201""""","""""2013-09-25 00:00:00""""","""""Get 5p off per litre""""","""""8950920""""","""""1530008"""""
769,"""17063","""""201""""","""""2013-10-02 00:00:00""""","""""Crisp apples and sweet pears"","" plus 25% off many cases of wine""""","""""8947317""""","""""1432056"""""
770,"""17064","""""201""""","""""2013-10-09 00:00:00""""","""""Loaves of Hovis bread for just""""","""""8924618""""","""""1412991"""""
771,"""17065","""""201""""","""""2013-10-16 00:00:00""""","""""Get ready for Halloween with Half Price treats PLUS 20% off finest wines""""","""""3331043""""","""""545594"""""
775,"""17069","""""201""""","""""2013-10-23 00:00:00""""","""""Are you ready for the darkest night of the year?""""","""""44817""""","""""8265"""""
778,"""17072","""""201""""","""""2013-10-30 00:00:00""""","""""Stock up your winter drinks cupboard""""","""""253837""""","""""48816"""""
781,"""17075","""""201""""","""""2013-11-06 00:00:00""""","""""Turn""""","""""37004""""","""""7943"""""
784,"""17078","""""201""""","""""2013-11-13 00:00:00""""","""""Fancy some money off shopping"","" wine and gifts this Christmas?""""","""""35011""""","""""7293"""""
788,"""17082","""""201""""","""""2013-11-20 00:00:00""""","""""Let Christmas sparkle with half price cleaning products and deals from Wine by the Case""""","""""35234""""","""""6513"""""
792,"""17086","""""201""""","""""2013-11-28 00:00:00""""","""""Half price wines"","" plus an extra 25% off when you buy six bottles with groceries""""","""""101581""""","""""27820"""""
794,"""17088","""""201""""","""""2013-12-04 00:00:00""""","""""Now""""","""""597545""""","""""117932"""""
797,"""17091","""""201""""","""""2013-12-11 00:00:00""""","""""Hurry! Order before Saturday to get your turkey in time.""""","""""412707""""","""""78291"""""
801,"""17095","""""201""""","""""2013-12-18 00:00:00""""","""""Get the party started with 3 for 2 on finest* party food"","" plus spectacular deals on Champagne and Prosecco""""","""""8568287""""","""""1312056"""""
803,"""17097","""""201""""","""""2013-12-23 00:00:00""""","""""Last chance to get everything you need for Christmas"","" plus Prosecco and Champagne deals""""","""""9058377""""","""""1417381"""""
804,"""17098","""""201""""","""""2013-12-25 00:00:00""""","""""Merry Christmas - share a Big Thank You""""","""""2295274""""","""""503633"""""
808,"""17102","""""201""""","""""2013-12-30 00:00:00""""","""""5"",4,3,2,"" 1""""","""""696578""""","""""134381"""""
810,"""26316121","""""4191""""","""""2017-07-01 00:00:00""""","""""Grab July 4th Weekend Deals of Up To 80% OFF!""""","""""32023""""","""""15445"""""
815,"""26316116","""""4191""""","""""2017-07-02 00:00:00""""","""""HOURS LEFT for July 4th Weekend Deals! Shop Now!""""","""""11271""""","""""1956"""""
826,"""26316105","""""4191""""","""""2017-07-02 00:00:00""""","""""Staycation Must-Haves Up To 50% OFF | Ends Today""""","""""8848""""","""""1534"""""
839,"""26316092","""""4191""""","""""2017-07-03 00:00:00""""","""""Accessory Sale Extended | Final Hours""""","""""31247""""","""""5247"""""
844,"""26316087","""""4191""""","""""2016-11-23 00:00:00""""","""""BOGO Adorama Gift Cards + Last Chance for Early Black Friday Deals""""","""""13531""""","""""4324"""""
846,"""26316085","""""4191""""","""""2017-07-03 00:00:00""""","""""Accessory Sale Extended | Final Hours""""","""""16232""""","""""2850"""""
849,"""26316082","""""4191""""","""""2017-08-10 00:00:00""""","""""48 Hour Apple Sale Starts Now!""""","""""5967""""","""""1421"""""
850,"""26316081","""""4191""""","""""2017-08-11 00:00:00""""","""""Ends Today! Fresh Deals On Apple Gear""""","""""45654""""","""""6124"""""
863,"""26316068","""""4191""""","""""2017-08-11 00:00:00""""","""""##[F][S][P][first_name[Hey]]##"","" Trade Up to the New Blackmagic Design Ursa Mini Pro 4.6K Camera!""""","""""297""""","""""61"""""
864,"""26316067","""""4191""""","""""2017-08-12 00:00:00""""","""""Refurbished Steals - Up To 60% OFF!""""","""""30876""""","""""6475"""""
865,"""26316066","""""4191""""","""""2016-09-10 00:00:00""""","""""Shop Open Box Camera Deals | Limited Time Only!""""","""""18075""""","""""6787"""""
866,"""26316065","""""4191""""","""""2017-07-03 00:00:00""""","""""Accessory Sale Extended | Final Hours""""","""""32577""""","""""10295"""""
868,"""26316063","""""4191""""","""""2017-07-03 00:00:00""""","""""4th of July Blowout""""","""""31100""""","""""5456"""""
870,"""26316061","""""4191""""","""""2016-12-09 00:00:00""""","""""Sorry"","" Your Holiday Lens Rebates Expire Today!""""","""""161051""""","""""54177"""""
872,"""26316059","""""4191""""","""""2016-12-10 00:00:00""""","""""ENDS TONIGHT | Black Friday Extended Deals of Up To 80% OFF""""","""""155873""""","""""54942"""""
874,"""26316057","""""4191""""","""""2016-12-09 00:00:00""""","""""Sorry"","" Your Holiday Lens Rebates Expire Today!""""","""""31075""""","""""1245"""""
877,"""26316054","""""4191""""","""""2017-07-03 00:00:00""""","""""4th of July Blowout""""","""""10337""""","""""2022"""""
878,"""26316053","""""4191""""","""""2016-12-10 00:00:00""""","""""ENDS TONIGHT | Black Friday Extended Deals of Up To 80% OFF""""","""""15474""""","""""381"""""
881,"""26316049","""""4191""""","""""2017-07-03 00:00:00""""","""""4th of July Blowout""""","""""16345""""","""""3254"""""
882,"""26316050","""""4191""""","""""2016-12-10 00:00:00""""","""""ENDS TONIGHT | Black Friday Extended Deals of Up To 80% OFF""""","""""26992""""","""""7610"""""
883,"""26316048","""""4191""""","""""2017-07-03 00:00:00""""","""""4th of July Blowout""""","""""9162""""","""""2493"""""
891,"""26316040","""""4191""""","""""2017-07-04 00:00:00""""","""""4th Of July Blowout: Up To 60% Off""""","""""8576""""","""""1363"""""
892,"""26316039","""""4191""""","""""2017-03-23 00:00:00""""","""""Best of March | Best-Sellers"","" New Arrivals & Expiring Offers!""""","""""6521""""","""""1451"""""
894,"""26316037","""""4191""""","""""2017-07-04 00:00:00""""","""""4th Of July Blowout: Up To 60% Off""""","""""10321""""","""""1509"""""
900,"""26316031","""""4191""""","""""2016-10-20 00:00:00""""","""""LENS SAVINGS | With the right lens"","" perfect photos are at your fingertips.""""","""""91""""","""""53"""""
901,"""26316030","""""4191""""","""""2017-03-25 00:00:00""""","""""##[F][S][P][first_name[Hey]]##"","" Weekend Only Deals Just Arrived!""""","""""51352""""","""""17014"""""
902,"""26316029","""""4191""""","""""2017-07-04 00:00:00""""","""""4th Of July Blowout: Up To 60% Off""""","""""31278""""","""""311"""""
919,"""26316012","""""4191""""","""""2016-12-11 00:00:00""""","""""ALC: 6 Visual Trends Predicted for 2017"","" Through The Lens Season 3 Episode 2 & Breaking the Rule of Thirds in Photography""""","""""26427""""","""""5215"""""
920,"""26316011","""""4191""""","""""2016-09-09 00:00:00""""","""""12 Hours Left | Savings on Nikon"", Sandisk,"" Olympus and More End Soon!""""","""""18009""""","""""5739"""""
921,"""26316010","""""4191""""","""""2017-07-04 00:00:00""""","""""4th Of July Blowout: Up To 60% Off""""","""""3491""""","""""660"""""
929,"""26316002","""""4191""""","""""2016-12-11 00:00:00""""","""""STARTS NOW | Green Monday Preview Day!""""","""""41634""""","""""10865"""""
930,"""26316001","""""4191""""","""""2016-11-18 00:00:00""""","""""Best of November | Top Gifts for Everyone on Your List""""","""""180635""""","""""63092"""""
931,"""26316000","""""4191""""","""""2017-07-04 00:00:00""""","""""4th Of July Blowout: Up To 60% Off""""","""""10723""""","""""1114"""""
932,"""26315999","""""4191""""","""""2016-12-17 00:00:00""""","""""LAST CHANCE: Our 2016 Buying Guide--Buy the Best Gifts for Everyone on your list today!""""","""""68341""""","""""5876"""""
933,"""26315998","""""4191""""","""""2016-09-28 00:00:00""""","""""Take Advantage of Big Savings from DJI"", Nikon,"" Olympus and More!""""","""""52787""""","""""22345"""""
934,"""26315997","""""4191""""","""""2017-07-04 00:00:00""""","""""4th Of July Blowout: Up To 60% Off""""","""""19709""""","""""5592"""""
935,"""26315996","""""4191""""","""""2016-12-11 00:00:00""""","""""STARTS NOW | Green Monday Preview Day!""""","""""29845""""","""""5716"""""
936,"""26315995","""""4191""""","""""2017-08-22 00:00:00""""","""""Savor the Summer with This Special Reward!""""","""""155""""","""""23"""""
937,"""26315994","""""4191""""","""""2017-03-23 00:00:00""""","""""Best of March | Best-Sellers"","" New Arrivals & Expiring Offers!""""","""""43125""""","""""6410"""""
939,"""26315992","""""4191""""","""""2017-03-22 00:00:00""""","""""Find Your Perfect Tripod for Any Project""""","""""1719""""","""""313"""""
940,"""26315991","""""4191""""","""""2016-11-03 00:00:00""""","""""Our Best Cameras Are Available and In-Stock!""""","""""277""""","""""94"""""
941,"""26315990","""""4191""""","""""2017-08-22 00:00:00""""","""""Savor the Summer with This Special Reward!""""","""""1826""""","""""439"""""
942,"""26315989","""""4191""""","""""2016-12-07 00:00:00""""","""""We had to bring it back again!""""","""""3499""""","""""112"""""
943,"""26315988","""""4191""""","""""2016-11-28 00:00:00""""","""""New CYBER MONDAY Price Drops Sitewide | Up To 80% Savings!""""","""""29146""""","""""7355"""""
945,"""26315986","""""4191""""","""""2017-07-04 00:00:00""""","""""4th Of July Blowout: Up To 60% Off""""","""""38159""""","""""7225"""""
947,"""26315984","""""4191""""","""""2016-12-27 00:00:00""""","""""Last Chance to Gift Yourself with Up To 60% OFF!""""","""""6297""""","""""530"""""
948,"""26315983","""""4191""""","""""2016-11-18 00:00:00""""","""""Best of November | Top Gifts for Everyone on Your List""""","""""7935""""","""""1445"""""
949,"""26315982","""""4191""""","""""2017-07-04 00:00:00""""","""""4th Of July Blowout: Up To 60% Off""""","""""1883""""","""""562"""""
950,"""26315981","""""4191""""","""""2017-08-24 00:00:00""""","""""Last Chance For Summer Specials Plus A Reward From Us!""""","""""357""""","""""48"""""
951,"""26315980","""""4191""""","""""2017-07-13 00:00:00""""","""""New in July | Save Up To 50% Off Our Hottest Products and Freshest Deals""""","""""71146""""","""""6573"""""
952,"""26315979","""""4191""""","""""2017-03-16 00:00:00""""","""""Lucky You! Preview our St. Patrick's Day Sale Early!""""","""""46383""""","""""9210"""""
953,"""26315978","""""4191""""","""""2016-12-11 00:00:00""""","""""STARTS NOW | Green Monday Preview Day!""""","""""7429""""","""""2072"""""
954,"""26315977","""""4191""""","""""2016-12-12 00:00:00""""","""""Unbelievable Holiday Memories with DJI & GoPro""""","""""131361""""","""""20354"""""
955,"""26315976","""""4191""""","""""2017-07-04 00:00:00""""","""""4th Of July Blowout: Up To 60% Off""""","""""1939""""","""""608"""""
956,"""26315975","""""4191""""","""""2016-12-10 00:00:00""""","""""ENDS TONIGHT | Black Friday Extended Deals of Up To 80% OFF""""","""""2520""""","""""604"""""
957,"""26315974","""""4191""""","""""2016-12-29 00:00:00""""","""""Your Last Chance For Expiring Rebates!""""","""""14734""""","""""5507"""""
958,"""26315973","""""4191""""","""""2017-08-23 00:00:00""""","""""Summer Is Not Over Yet!""""","""""2308""""","""""438"""""
959,"""26315972","""""4191""""","""""2017-07-04 00:00:00""""","""""4th Of July Blowout: Up To 60% Off""""","""""2492""""","""""414"""""
960,"""26315971","""""4191""""","""""2016-12-29 00:00:00""""","""""Your Last Chance For Expiring Rebates!""""","""""7468""""","""""667"""""
961,"""26315970","""""4191""""","""""2016-12-17 00:00:00""""","""""It's Day 4 | You Have 8 DAYS Left to Buy a Gift!""""","""""13351""""","""""4651"""""
962,"""26315969","""""4191""""","""""2017-07-04 00:00:00""""","""""4th Of July Blowout: Up To 60% Off""""","""""2493""""","""""402"""""
964,"""26315967","""""4191""""","""""2017-07-05 00:00:00""""","""""Tips for Posing Your Subjects"", Through The Lens: CUBA - New Episode,"" and more!""""","""""77543""""","""""33298"""""
967,"""26315964","""""4191""""","""""2016-11-21 00:00:00""""","""""NEW PRE-BLACK FRIDAY Deals + Price Match Guarantee!""""","""""25668""""","""""6805"""""
969,"""26315962","""""4191""""","""""2016-12-14 00:00:00""""","""""LAST CHANCE: Save Up To 80% On Green Monday Specials!""""","""""89235""""","""""8320"""""
970,"""26315961","""""4191""""","""""2017-07-05 00:00:00""""","""""Tips for Posing Your Subjects"", Through The Lens: CUBA - New Episode,"" and more!""""","""""35119""""","""""8851"""""
971,"""26315960","""""4191""""","""""2016-09-12 00:00:00""""","""""New from Apple | The Biggest Announcement of the Season""""","""""28029""""","""""11158"""""
972,"""26315959","""""4191""""","""""2016-11-23 00:00:00""""","""""BOGO Adorama Gift Cards + Last Chance for Early Black Friday Deals""""","""""17542""""","""""6509"""""
973,"""26315958","""""4191""""","""""2017-07-05 00:00:00""""","""""Tips for Posing Your Subjects"", Through The Lens: CUBA - New Episode,"" and more!""""","""""43611""""","""""2973"""""
974,"""26315957","""""4191""""","""""2016-12-17 00:00:00""""","""""It's Day 4 | You Have 8 DAYS Left to Buy a Gift!""""","""""16618""""","""""2999"""""
975,"""26315956","""""4191""""","""""2016-12-12 00:00:00""""","""""Shop Green Monday Gifts of Up To 63% OFF!""""","""""145790""""","""""48265"""""
976,"""26315955","""""4191""""","""""2016-12-17 00:00:00""""","""""LAST CHANCE: Our 2016 Buying Guide--Buy the Best Gifts for Everyone on your list today!""""","""""50122""""","""""10577"""""
977,"""26315954","""""4191""""","""""2017-08-18 00:00:00""""","""""24 Hours Left!""""","""""30768""""","""""3051"""""
